ax,ay,az
6744,2428,-15156
11828,3240,-13352
13344,1344,-11888
8764,-4448,-13836
4880,-4772,-17492
5196,1940,-21736
5528,5372,-15472
10100,1388,-12840
13000,-1308,-12196
10784,-2144,-14304
3748,468,-15132
1660,-3724,-19628
5244,-744,-16768
10900,2468,-14376
12956,3196,-10972
10440,-1912,-12660
5852,-5536,-16960
3564,772,-20528
3676,2448,-16616
9096,1480,-13328
12800,-200,-11908
11708,96,-13884
6200,-3896,-15656
5244,-256,-20904
4160,3220,-17896
9416,2228,-15112
11936,-280,-10324
11008,-376,-11612
7172,-3820,-16268
2448,-3120,-19308
2152,-1620,-16964
8984,2412,-14120
12964,1672,-12204
11348,644,-13024
5816,-4908,-15164
4604,472,-19908
3924,2428,-18072
9768,2228,-15224
12056,-296,-10944
10576,-268,-11684
6472,-4132,-16024
3896,-4380,-20428
4548,-948,-17304
9176,4728,-13476
12140,2376,-10884
10548,-1252,-13792
6052,-4200,-16924
3352,-3008,-19488
3500,-72,-15620
8972,3948,-13488
12684,1796,-12600
10560,-1900,-14780
6004,-4004,-16820
3420,-2608,-18864
6808,980,-15116
9864,4420,-13288
11428,1676,-11864
9104,-3312,-15204
6028,-3884,-18172
3848,-2832,-18952
7700,2512,-14728
10108,5092,-12176
11696,1200,-11820
7636,-4076,-15292
5396,-3840,-18084
4412,-2068,-19352
6140,4048,-15200
11380,4000,-13092
12104,-1136,-12112
7196,-5172,-14800
5328,-3172,-18580
4336,-1440,-18624
8116,3672,-14608
10532,2628,-11604
11396,-280,-12948
6500,-5132,-14748
4764,-3520,-18824
4924,8,-18436
7740,4768,-14244
11308,2084,-12412
11228,-1588,-13704
5944,-5260,-15428
4160,-2708,-18924
5864,-24,-16320
9124,5212,-14116
11656,1964,-12180
10408,-2564,-14912
6308,-4448,-16980
3464,-2208,-18960
6404,2008,-15100
9996,4464,-13440
11916,1536,-12076
8448,-3824,-14480
5088,-3608,-18044
3824,-1656,-18920
8192,3192,-15164
10320,3816,-12244
11240,-220,-12472
6984,-5068,-15292
4868,-3928,-19104
4564,-896,-17088
9500,4048,-14376
10240,2804,-11416
10352,-1924,-14080
6460,-4540,-16884
3884,-3208,-18816
6104,844,-15652
9572,4972,-13548
11124,2060,-11824
9504,-2824,-15508
6144,-4060,-18464
3280,-3104,-18516
7624,2388,-14276
10012,4896,-12508
11324,344,-12556
7840,-4416,-16092
5192,-3628,-19140
4056,-1312,-16960
9428,3856,-14080
10112,3044,-11356
10648,-1448,-13896
6820,-4728,-16980
3776,-3788,-18848
5776,580,-15604
9832,5104,-13688
10420,2076,-11480
9624,-2660,-14904
6632,-3976,-18000
3380,-3248,-18880
6688,1552,-14308
10084,5072,-13144
11428,1320,-12596
8876,-3812,-14948
5280,-3768,-18160
3768,-2272,-18360
8596,2048,-14912
10420,3568,-12772
11144,-412,-12704
7668,-4948,-14608
4008,-3712,-18260
4424,-1524,-17896
9600,2868,-15048
10780,2512,-12568
10000,-440,-12976
5920,-5200,-14512
4000,-3640,-18476
6596,1064,-18532
9836,3952,-14336
10904,1504,-12072
7724,-2640,-13384
6292,-4104,-16012
4120,-2056,-18892
6424,2112,-16420
10116,2780,-12304
11528,2224,-14220
6620,-4240,-14684
4324,-4124,-16320
2544,-484,-17032
8016,3700,-15356
12844,2596,-14168
10900,-200,-13868
5624,-4832,-14524
2728,-1120,-16868
5088,1504,-16572
10060,2660,-15524
12692,488,-13264
8604,-3532,-12600
5844,-3580,-16036
3108,-1032,-17892
6972,1208,-15876
10280,2772,-13616
12668,-616,-13544
6088,-4956,-12924
3968,-3816,-17044
5864,2276,-18920
8560,4812,-15676
11800,1376,-13564
10056,-2188,-13080
5956,-4220,-14472
4764,2076,-19116
5284,3364,-16900
10044,2340,-15564
13168,-1176,-13064
7960,-4264,-12308
5196,-2224,-16020
4728,724,-18984
7640,3248,-16752
11232,1788,-13904
11776,-1304,-12792
5888,-5212,-13248
4340,-2204,-17828
6796,1364,-18612
8500,5032,-14952
12136,1148,-13404
9356,-3676,-12812
5600,-4116,-15240
4464,396,-19140
6304,4148,-16788
11056,2652,-15148
12672,-1636,-12776
6068,-5248,-12548
4564,-2368,-16800
5332,144,-19160
8608,4544,-16704
12308,2344,-13888
10280,-2936,-11904
5860,-4384,-14404
4032,-1780,-18020
6612,732,-17264
9104,3696,-14660
12736,720,-13672
8148,-5108,-12820
4612,-3688,-15984
4420,792,-18452
7744,4560,-16164
11748,2144,-14840
11388,-1632,-13160
5344,-5020,-13348
3288,-1360,-16788
4388,320,-16880
9616,3168,-16508
13096,732,-14092
8668,-4128,-12384
5368,-3332,-15452
3076,-68,-17332
7172,2296,-16332
10424,2320,-14712
12308,-940,-13712
6232,-4992,-13276
3876,-2852,-17064
6304,1948,-18256
9024,4288,-15712
11888,1632,-13736
9396,-3460,-12760
5956,-4276,-15240
4408,1480,-18620
5992,3168,-16260
10724,2508,-15188
13020,-1428,-13460
6344,-5260,-12604
4432,-1944,-16376
5548,664,-18352
8624,4096,-16488
12184,2044,-14504
10136,-2816,-12492
5520,-4444,-14180
4096,-1484,-17992
6904,832,-16908
9508,3728,-15020
12364,392,-13408
7732,-5072,-13052
4016,-3052,-15952
2364,-528,-17372
8160,3576,-16884
12712,2036,-14884
10600,-1488,-12208
5484,-4236,-13620
3160,-2252,-16876
5436,688,-17408
9696,3436,-16044
12816,368,-13480
8308,-4688,-12008
5060,-3052,-16244
3688,696,-17624
7376,2504,-16380
10820,2172,-14396
11780,-1352,-13376
6316,-4560,-13576
3148,-1736,-16772
4540,1756,-17304
9532,3176,-16072
12876,292,-14164
8676,-3536,-12316
5564,-3052,-15456
4460,192,-18196
6628,2956,-16740
10972,2900,-15440
12804,-1400,-13132
5912,-5412,-12708
4172,-1592,-16676
6412,652,-18592
8944,4268,-16280
11888,1344,-13556
9484,-3656,-12408
5612,-3956,-15356
3332,-468,-17616
6188,2044,-16672
10428,2896,-14792
12376,-940,-13784
6592,-4508,-13204
3460,-1888,-16284
3040,568,-16916
9136,3004,-17044
12856,1304,-14600
9920,-2536,-12352
5768,-3540,-14844
3112,-1040,-16740
6368,752,-16992
9736,3100,-15304
12600,-516,-13476
7308,-4908,-12600
4584,-2596,-16732
5168,1820,-18520
8524,3460,-16260
11516,1504,-13924
10188,-2128,-12560
6020,-4308,-14504
4392,-380,-18568
5476,2508,-17200
10424,3152,-15564
12828,-952,-13528
6968,-5064,-12476
4920,-1904,-16336
4796,208,-18188
7884,3612,-16740
11940,2196,-14604
11016,-2364,-12808
5600,-4504,-13924
3748,-1536,-17572
6484,972,-18388
9036,4108,-15592
11932,1060,-13544
9312,-3564,-12748
5484,-4088,-15120
3840,-120,-18108
6560,3080,-16624
11304,2620,-15340
12280,-1260,-13484
5920,-4852,-12708
3504,-1840,-16292
3928,676,-17076
9340,3232,-16920
13124,888,-14548
9168,-3340,-11704
5404,-3404,-14704
3260,-824,-16856
6840,960,-16896
9964,2672,-14984
12688,-516,-13652
7044,-4500,-12904
4040,-2936,-16300
4980,1444,-17992
8856,3716,-16356
12256,1428,-14492
9548,-3128,-12400
5556,-3760,-14468
4604,732,-18328
6128,2556,-17176
10616,2888,-15852
12972,-1300,-13292
6780,-5172,-12508
4644,-1480,-16200
5272,296,-18052
8784,3684,-17032
11976,1828,-14372
10084,-3120,-12168
5700,-4084,-14376
3752,-1204,-17656
6992,768,-17356
9656,3132,-14648
12196,132,-13696
7404,-4684,-12912
3052,-1580,-15428
2936,1232,-17484
8888,2588,-17040
12796,872,-14616
9844,-1636,-12068
5796,-3664,-14564
3476,-924,-17128
5900,1320,-16936
10172,3192,-15656
12896,-628,-13836
7444,-4984,-12416
4760,-2196,-16324
5348,1492,-18468
8136,3220,-16308
11512,1620,-14036
10628,-2272,-13144
5928,-4508,-14448
3476,0,-17428
5560,2184,-16964
10200,2728,-15636
12944,-740,-14092
7172,-4700,-12592
4564,-2052,-15952
3672,-420,-17508
7892,3032,-16912
12332,2324,-15308
10916,-2644,-12292
5388,-4252,-13708
3668,-1804,-17040
6920,492,-17860
9416,3652,-15496
12184,308,-13528
8140,-4828,-12664
4572,-3064,-16112
3856,820,-17936
7856,3376,-16328
11816,1540,-14528
10632,-2016,-12732
5716,-4084,-13956
4400,320,-17916
5432,2304,-17468
10392,3036,-16216
13212,-788,-13808
7532,-5000,-12168
5036,-1720,-16024
5136,652,-18272
7828,3084,-16584
11348,1964,-14412
11468,-2108,-12768
5672,-4644,-13696
4020,-1264,-17392
6544,496,-17772
9372,3776,-15132
12280,588,-13800
8400,-4552,-12820
3876,-2656,-15224
2060,-248,-16812
7968,2632,-16952
12476,1916,-15032
10960,-1312,-12456
5612,-4144,-13296
3332,-1700,-16580
5460,1024,-17308
9992,3080,-16408
12740,-180,-13636
7940,-4376,-12120
4920,-2592,-16024
4380,944,-17840
7692,2356,-16600
10740,1996,-13960
11208,-1516,-13284
6260,-4300,-13972
3836,-580,-17388
5080,2464,-17272
10264,2908,-16184
13020,-560,-14316
7732,-4252,-12188
5000,-2036,-15644
3852,-432,-17672
7348,2756,-16720
11796,2600,-14956
11784,-1996,-12716
5680,-4384,-13340
3904,-1852,-17068
6520,472,-17624
9388,3740,-15784
12420,708,-13648
8572,-4728,-12424
4980,-3072,-15556
4112,780,-17756
7588,3060,-16664
11068,1692,-14328
11304,-1296,-13184
6076,-4264,-13596
3904,256,-17428
4912,2348,-17288
10108,2672,-16396
12988,-528,-13872
8092,-4188,-12372
5396,-1952,-15812
4840,464,-18024
7380,2572,-16800
11148,2352,-14692
11900,-1728,-13012
6092,-4840,-13388
3968,-1384,-17272
6888,856,-18036
9356,3860,-15296
11996,388,-13624
8616,-4316,-13204
4044,-2900,-14956
2152,-736,-17168
7500,2452,-16848
12264,2008,-14968
11144,-1232,-12904
5660,-3984,-13212
3252,-1732,-16460
5128,1436,-17320
9872,3360,-16560
12820,-352,-14096
8196,-4332,-12268
5004,-2708,-15988
4440,1308,-17800
7516,2500,-16488
11024,1976,-14628
11708,-1564,-13248
6308,-4640,-13628
3332,-1596,-16620
5216,1316,-17320
9616,3020,-15964
12596,104,-14436
8224,-4156,-12372
4980,-2892,-15316
3600,-276,-17548
7168,2940,-16928
11852,2640,-15400
11656,-1804,-12596
5768,-4408,-12968
3852,-1876,-16476
6032,484,-17876
9576,3504,-16528
12352,476,-13848
8484,-4492,-12076
5004,-2968,-15480
3676,632,-17660
7464,2464,-16768
10868,1912,-14516
11096,-1312,-13216
6228,-4060,-13920
3860,-228,-17044
5188,2652,-17480
9980,2520,-16512
13052,-460,-14100
8044,-3956,-12156
5208,-2160,-15676
4812,44,-18316
7284,2660,-16752
11296,2648,-15048
11984,-1856,-12888
5864,-4896,-13168
4016,-1240,-17088
6816,624,-18212
9072,3860,-15940
12064,688,-13684
8812,-4428,-12784
4632,-3236,-15212
2604,-764,-17172
7160,2800,-16948
11916,2100,-15392
11468,-1412,-12824
5452,-4168,-13016
3408,-820,-16600
5088,1784,-17536
10064,2856,-16852
13104,-368,-13940
8128,-4224,-11928
4988,-2412,-15428
4540,1032,-17736
7652,2280,-16704
10532,2004,-14476
11976,-1436,-13092
6448,-4748,-13320
3776,-1684,-17040
5340,988,-17560
8968,3240,-15712
12608,532,-14248
8604,-4340,-12584
4812,-3128,-15332
2872,-560,-17296
7128,2952,-16964
11960,2468,-15660
11816,-1628,-12612
5532,-4488,-13120
3836,-2260,-16568
5996,496,-17968
9424,3520,-16656
12412,600,-13800
8220,-4628,-12036
5208,-3052,-15644
3804,288,-17776
7268,2372,-16752
10476,2020,-14112
11424,-1052,-13532
6360,-4236,-13936
4168,-172,-17340
4984,2792,-17716
9964,2600,-16440
12916,-444,-13972
8156,-3892,-12272
5412,-2316,-15468
4844,388,-18232
7268,2624,-16932
10976,2488,-14872
12276,-1620,-13076
6168,-5144,-13096
4132,-1488,-17232
6380,820,-17852
8876,3784,-15624
12360,872,-14324
8844,-4280,-12852
4912,-3432,-15096
2788,-780,-17240
6832,3036,-16892
11568,2452,-15240
11924,-1228,-13068
5720,-4308,-13120
3540,-1588,-16172
4600,1168,-17432
9872,3096,-17124
13096,92,-14192
8484,-3920,-11952
5268,-3036,-15532
3604,744,-17180
6948,1976,-16548
10392,2284,-14832
12148,-1096,-13788
6360,-4608,-13276
3468,-1904,-16320
4444,1412,-16940
9276,3024,-16300
12980,448,-14616
8836,-3760,-12360
5112,-3088,-14924
4484,332,-17724
6872,2828,-16936
10936,2672,-15404
12408,-1336,-13028
6092,-5088,-12892
4420,-1508,-17280
6148,880,-18072
9092,3708,-16064
11928,964,-13976
8988,-4196,-12464
5332,-3488,-15364
3744,304,-17648
6968,2668,-16720
10860,2356,-14680
12092,-876,-13736
6148,-4524,-13232
3164,-1036,-16260
4080,1688,-17432
9476,2728,-16680
12964,96,-14384
8848,-3448,-12308
5420,-2884,-15088
3716,336,-17080
7236,1636,-16896
10504,2516,-14996
12360,-888,-13620
6672,-4864,-12876
4104,-1980,-16708
6436,1632,-18468
8996,3668,-15632
12080,560,-13688
8892,-3536,-12616
4876,-3624,-14576
2164,-1548,-17068
6496,2276,-17176
11208,2788,-15344
12176,-1080,-13092
5876,-4492,-12588
4124,-2380,-16560
5296,528,-17988
9052,3408,-16752
12548,916,-14156
8764,-4276,-11864
5512,-3276,-15308
3264,-396,-17232
7140,1596,-16664
10192,2224,-14392
11952,-668,-13748
6704,-4408,-13104
3304,-1108,-16136
4076,2524,-17384
9816,2516,-16420
13212,-20,-14588
8556,-2988,-12332
5364,-3028,-14888
4328,212,-17656
6876,2148,-16836
10820,2640,-15544
12704,-976,-13648
6188,-5196,-12660
4252,-1540,-16588
6564,1256,-18440
8932,3900,-15796
12064,804,-13808
9332,-3616,-12604
5444,-3880,-14896
3636,-500,-17608
6508,2656,-16824
10976,2588,-14988
12320,-972,-13504
5944,-4604,-12840
3656,-1696,-16188
4144,1288,-17128
9536,3124,-16908
12940,272,-14604
8648,-3536,-11680
5552,-3024,-14864
3536,-320,-17184
6900,1084,-17072
9904,2456,-14792
12224,-604,-13464
6924,-4436,-13272
4240,-2556,-16696
5316,1528,-18028
8816,3384,-15976
12300,1044,-14260
9088,-3664,-12544
5252,-3536,-14768
4136,124,-17684
6364,2808,-17324
10964,2608,-15712
12544,-1344,-13364
6088,-4744,-12600
4364,-1644,-16284
4932,296,-17472
9160,3272,-17068
12460,1116,-14580
9292,-3784,-12244
5316,-3432,-14688
3448,-840,-17028
7172,1148,-17020
10012,2668,-14672
11824,-520,-13836
7788,-4712,-12952
3640,-1616,-15416
2768,572,-17400
8248,2668,-16824
12508,1056,-14724
10236,-1516,-12712
5620,-3772,-14108
3428,-964,-16788
5556,1192,-17020
10052,3180,-16280
12852,-520,-13696
7676,-4712,-12528
4744,-2356,-16196
5172,1528,-18472
8136,2796,-16552
11244,1676,-13956
10812,-2060,-13028
5884,-4600,-13988
3640,-148,-17300
5360,2064,-17108
10316,2932,-15596
12948,-696,-14348
7316,-4648,-12692
4700,-2240,-15852
3832,-20,-17480
7900,2824,-16980
12112,2100,-15012
10912,-2456,-12280
5448,-4028,-13584
3840,-1576,-17200
6496,564,-17972
9460,3332,-15568
12188,248,-13576
8008,-4804,-12672
4716,-3008,-15932
4312,1064,-18108
7812,3436,-16680
11648,1616,-14344
10808,-1820,-12684
5620,-4420,-13704
3952,856,-17460
5424,2204,-17560
10412,2704,-16720
12980,-976,-13752
7548,-4504,-12096
4992,-1788,-15772
5232,836,-18432
7828,2688,-16860
11284,1904,-14160
11284,-1824,-12832
5896,-4676,-13620
3888,-1308,-17416
6104,900,-17532
9252,3500,-14820
12488,264,-13692
8220,-4544,-12956
4172,-2704,-15480
2484,-408,-17216
7920,2824,-16836
12312,1844,-14964
10768,-1644,-12424
5636,-3932,-13712
3168,-1236,-16576
5408,1368,-17384
9940,3052,-16432
12812,-400,-13716
7920,-4508,-12116
5012,-2588,-15872
4548,1432,-17844
7820,2444,-16664
10860,1776,-13880
11328,-1496,-13124
6336,-4512,-13716
3696,-540,-17008
5412,2444,-17404
10116,2904,-15732
13028,-496,-14260
7516,-4512,-12372
4832,-2380,-15420
3216,-284,-17372
7252,2464,-17116
11988,2292,-15244
11440,-1792,-12536
5776,-4204,-13404
3856,-2188,-17136
6336,552,-17964
9336,3624,-15836
12560,408,-13808
8152,-5080,-12424
5032,-2988,-15952
4204,1168,-18040
7624,3536,-16776
11244,1872,-14472
11064,-1716,-13300
6004,-4680,-13904
4264,672,-17540
5244,2720,-17480
9824,2664,-16300
13288,-840,-14128
7916,-4720,-12420
5176,-1948,-15640
5012,680,-17984
7804,3076,-17044
11472,2108,-14836
11460,-1800,-12560
5908,-4940,-12972
4048,-1376,-17112
6544,1080,-18088
9308,3812,-15472
12292,516,-13964
8100,-4692,-12992
3836,-2612,-14748
2172,-168,-16940
7824,2688,-17096
12636,1836,-15396
10976,-1056,-12920
5408,-4208,-13100
3404,-1900,-16044
5628,1312,-17512
9848,3256,-16596
12692,-416,-13764
7976,-4672,-12340
5184,-2864,-16028
4604,1468,-17988
7456,3176,-16416
11168,2156,-14504
11436,-1520,-13816
5776,-5016,-13940
3092,-76,-16648
5344,2512,-16992
10072,2912,-15924
13148,-572,-14440
7656,-4852,-12708
4832,-2732,-15460
4552,376,-17780
7780,3228,-16652
