ax,ay,az
6868,-2408,-13612
8780,-6668,-14116
6980,-8428,-16016
4636,-5640,-17852
5416,-1544,-16328
8976,416,-14416
11132,-1248,-12632
10624,-4560,-13692
8444,-3760,-15432
7664,548,-15444
9968,4380,-13028
12792,3712,-10468
12784,100,-10776
10344,-1052,-12508
8388,1372,-14344
9924,5392,-12780
12812,6448,-9588
14456,4572,-8264
13184,1300,-10160
10648,1324,-12836
9628,4264,-13212
12268,7452,-11016
14972,6184,-8596
14120,1444,-10020
10956,-880,-12708
8856,1356,-15164
10072,5428,-13308
12812,5288,-10628
13836,1324,-10564
11724,-2320,-12660
9316,-1932,-15072
8580,764,-15452
10288,1896,-13544
11476,-756,-12796
9336,-5716,-15308
5296,-7112,-17812
2928,-5356,-19500
2696,-2984,-18692
3072,-3828,-16752
3228,-7596,-17188
684,-10676,-19572
-2004,-9984,-21608
-1388,-6064,-20864
1812,-3996,-18216
4524,-4988,-16240
4028,-9692,-17708
2576,-9696,-20056
1764,-5012,-20188
4204,-464,-17884
7600,-1044,-15240
8492,-4112,-15508
6920,-4596,-16476
5496,-2008,-17500
6544,2640,-15516
9564,4000,-13176
11380,1944,-12144
10852,-1228,-13636
9360,-656,-15420
9400,2756,-14972
11732,6304,-11992
14816,5504,-10208
15372,588,-11616
12468,-724,-12980
10332,2308,-14724
11648,6076,-13700
13736,6504,-11248
14280,3652,-9856
11772,-152,-11608
8256,-360,-14764
6920,2652,-15124
8928,5080,-12448
11168,2844,-10336
10064,-2324,-12064
6128,-4432,-14556
3944,-1552,-17184
5416,2244,-16160
7280,1248,-14092
7708,-2268,-13392
5516,-6896,-15748
2656,-6852,-19040
1652,-3452,-19336
4204,-516,-16912
7240,-2320,-14420
6548,-6748,-15220
3104,-8644,-17436
1748,-5752,-19904
3928,-656,-17564
7080,-460,-14212
9104,-3500,-13208
7660,-6392,-15316
5908,-4096,-17964
6288,964,-17268
9340,3868,-14808
12284,2156,-12856
11944,-1940,-13896
9800,-2212,-15512
8416,1244,-17684
10280,5520,-16124
12892,5832,-12048
13620,2568,-10004
10876,-252,-11784
8224,1708,-15392
7900,5540,-15176
10636,7508,-12452
12968,5280,-8784
12204,144,-9256
9440,-1144,-12384
7468,1872,-15292
8664,5516,-14804
11536,4024,-12184
12300,-940,-11548
9772,-3720,-12792
7080,-1604,-16452
7264,2988,-17056
8644,3184,-15736
9868,-264,-13736
8772,-5124,-14228
5868,-5824,-16792
3808,-2692,-18804
5004,144,-18552
7312,-960,-15756
7492,-5332,-15400
4868,-7688,-16860
1948,-4936,-20072
2776,1108,-20244
5396,2084,-18576
7152,-1420,-16940
6168,-4952,-17280
4148,-4380,-18748
4540,816,-19024
8692,8284,-18776
9688,2956,-14856
9856,-4004,-14540
8004,-5532,-14204
6924,-1824,-15060
9188,3544,-14664
11788,3204,-13840
13456,-624,-12648
11664,-2540,-12816
9620,-64,-15020
9616,3500,-14936
11916,5964,-13028
13508,4708,-10692
12428,200,-11724
9860,-768,-14600
8364,2544,-15628
9644,6976,-13764
12220,6340,-11196
12720,1392,-10412
9736,-1620,-11260
6996,332,-14128
7220,4652,-14612
9612,5280,-13120
11172,1868,-10744
10432,-2552,-10976
8240,-2764,-13616
6708,948,-15708
8348,3964,-15596
10732,1460,-13096
10228,-3804,-12108
7696,-6056,-14160
5436,-3840,-17220
5888,648,-17464
8044,1080,-15820
9072,-3136,-13800
7452,-7400,-13976
5016,-6332,-17224
4080,-1260,-18428
6316,1788,-16816
8864,148,-14288
8528,-4676,-14180
6288,-5184,-16300
5200,-516,-18740
6628,4488,-17880
9516,4344,-14488
11272,468,-12552
9644,-2196,-13112
7112,-48,-15044
7008,5332,-14916
10152,7208,-12284
12816,4452,-9556
12292,-416,-10064
9984,-852,-13520
8664,2864,-15828
10620,7000,-14716
13536,5372,-12264
14044,12,-12348
11172,-3156,-14672
8268,-1148,-17920
8680,3444,-17460
11088,4004,-14524
11876,40,-12876
9728,-5092,-14924
6400,-5240,-18604
4272,-1012,-19624
5640,2024,-17440
7996,-376,-15116
6832,-5996,-15540
3280,-7464,-17928
1112,-3756,-20608
2160,1172,-19228
4376,1268,-16332
5716,-3072,-15504
4412,-6964,-17800
2456,-4892,-20516
2352,264,-19268
6060,3020,-15924
9148,708,-13520
8972,-3860,-14048
7356,-3468,-15644
6816,1172,-15828
9684,5612,-13728
12744,4688,-10944
13956,556,-10840
12204,-1988,-12384
10056,436,-14836
10744,5188,-14144
13436,6464,-11700
15416,4704,-10136
13720,-320,-11232
11068,-1124,-14128
9732,2688,-14980
11488,7312,-12816
13932,5508,-9560
13588,-208,-9868
10556,-2980,-12228
7668,-100,-14884
8060,4876,-14128
10584,4796,-11800
11256,168,-10452
9276,-4248,-12304
6516,-4028,-15520
4624,-588,-16088
5820,1552,-14864
8056,-956,-12460
6756,-6616,-13628
3444,-8692,-17112
1396,-5376,-20360
2536,-360,-19592
5076,-228,-16640
5900,-4120,-15976
3864,-7708,-17788
1256,-5272,-20616
1592,208,-20204
5272,2596,-17748
8080,368,-14372
7928,-3832,-14936
6296,-3640,-16672
5408,748,-17700
7520,5364,-16084
10356,4292,-13660
11604,-248,-14000
10148,-2460,-14712
8984,12,-16600
10396,4584,-15052
13260,5748,-12268
15076,2824,-11140
13952,-1772,-12520
11728,-1272,-14884
10912,2940,-14820
13016,6828,-12952
15508,5408,-10368
14608,380,-10920
11500,-1388,-13236
9324,1980,-15848
10016,7072,-14432
12600,7180,-11360
13424,2828,-9860
11404,-1596,-11656
8484,-1056,-14368
7232,3108,-14780
9044,5184,-12972
11496,2668,-11132
10676,-3048,-11356
7548,-4564,-13104
5808,-1432,-15548
6972,2436,-15464
8776,1500,-13300
9132,-3100,-13036
7240,-6912,-15252
4584,-5328,-18220
4360,-1104,-19112
6712,216,-17764
8532,-1728,-16336
7044,-6852,-17192
4180,-7532,-20120
2740,-3144,-22144
4956,1720,-19768
7508,920,-16772
7800,-4020,-15720
5036,-6092,-17364
3228,-2696,-20032
4408,1936,-17936
7660,3328,-13984
9756,828,-11828
8964,-3160,-13184
7140,-2236,-15668
6624,2388,-16200
9360,5568,-14096
12916,3836,-12212
12892,-1132,-12600
10388,-2096,-14204
9128,844,-15580
10836,5688,-14068
13544,5916,-10852
14984,2128,-9764
12716,-1328,-11296
10484,508,-14296
10264,4456,-13848
12964,7128,-11584
15048,4904,-9124
13836,-404,-10324
10788,-1704,-12808
9164,1624,-14568
10984,6276,-12804
13292,4712,-10188
14060,-552,-10024
11084,-3752,-11184
8164,-2152,-14064
8136,1652,-14288
9896,2072,-12764
10412,-1628,-11276
9092,-6616,-12952
6196,-7736,-15336
4728,-3756,-16972
5540,-392,-16404
7240,-2848,-15400
6828,-8368,-15944
4024,-10096,-17772
1980,-6832,-19744
2912,-1264,-19384
5196,-8,-17424
6280,-2956,-16720
4936,-6648,-17476
2820,-5236,-19116
2568,-372,-18524
5436,2740,-16568
8544,896,-14304
8880,-3440,-14544
6892,-3788,-15916
5888,40,-16760
7916,4760,-15616
10452,4164,-13448
12036,-8,-12596
10696,-2372,-13144
8940,-24,-14984
9364,4424,-14224
12344,6588,-11992
14340,4296,-10608
13808,-204,-11552
11504,-308,-13540
10476,3164,-14448
12356,7236,-13112
14976,6044,-10560
15236,748,-10136
11948,-1852,-11688
9636,272,-14504
10316,4504,-14088
12708,5404,-11580
13728,1832,-9796
12128,-2632,-11712
9448,-2800,-14468
8012,612,-15088
9604,3508,-13824
11760,1160,-11804
11284,-4644,-12396
7912,-6668,-14348
5776,-4012,-16788
6468,32,-16484
8184,-256,-14672
8640,-4660,-14000
6428,-8572,-16572
3408,-7348,-19448
2700,-2548,-19068
4972,100,-16644
6880,-1976,-15368
5960,-7036,-16340
3280,-7320,-18324
1864,-2732,-19932
3968,1580,-18808
6832,528,-15764
8152,-3368,-15000
6404,-4876,-16008
4824,-2932,-18028
5376,1568,-16736
8208,3976,-14204
10120,1684,-12776
9612,-2632,-14192
7588,-2584,-16512
6988,1560,-16696
9712,5832,-14720
12956,4188,-12040
13640,-1056,-12444
11016,-2696,-14240
9500,316,-16128
10808,5416,-14744
13584,6168,-11348
15024,2520,-10000
13456,-800,-11544
10796,192,-14584
9956,3884,-14568
12304,7220,-11936
14964,5424,-9056
14056,-216,-10196
10524,-2208,-13272
8444,504,-15312
10228,5180,-13324
12752,4408,-10616
13432,-920,-9712
11284,-4120,-11516
8488,-2752,-14444
7932,1188,-14700
10096,2488,-13104
11956,4,-11932
10612,-5088,-12992
7384,-6692,-15800
5892,-3320,-18168
7072,136,-17196
9128,-1300,-15052
9368,-6256,-14372
6216,-9216,-16412
3564,-6668,-19792
3980,-1804,-19252
6704,-316,-16192
7860,-3388,-14344
6748,-7432,-15460
4044,-6688,-18028
2920,-2512,-18840
5296,1252,-16436
8384,524,-13396
9004,-4240,-12972
6592,-5544,-14972
5164,-2152,-17516
7216,3168,-16340
9996,3620,-12664
11272,-644,-10888
9608,-3788,-12520
7352,-2436,-15784
6972,1904,-15660
9840,5204,-12392
12660,4076,-9456
12356,-704,-10540
9580,-1816,-13256
8172,1684,-14936
10320,6176,-12544
12412,6200,-10072
13860,1244,-9316
11636,-1452,-11220
8840,-756,-15048
7984,2720,-14964
10940,5264,-12612
13532,3504,-10292
12684,-1580,-11352
9884,-3696,-14344
8032,-936,-17140
9756,2560,-16140
12136,1184,-13740
12840,-3504,-13276
10008,-7608,-15620
7120,-6428,-18940
6996,-2180,-18664
9364,-1212,-16556
10400,-3696,-14736
8488,-8168,-16064
5836,-9008,-18364
4212,-5124,-19048
6088,-908,-16876
8600,-2084,-14524
9064,-6320,-14840
6240,-8188,-15740
4384,-4728,-17432
5744,588,-16160
8748,1476,-13792
10176,-1168,-12644
8532,-4304,-13820
6520,-3200,-16040
6088,1304,-15600
8372,4656,-13108
10768,3148,-11572
10476,-848,-12196
7944,-1796,-13276
6808,1736,-14888
9024,6800,-13296
11772,6388,-10132
13208,1716,-9692
10944,-1244,-11528
8768,1028,-14332
9672,4952,-13804
12588,6520,-11348
14656,3668,-8808
14016,-684,-10520
11596,-1512,-13576
10256,1412,-15028
12312,5484,-13056
14924,4396,-10472
15192,-1036,-10808
12056,-4248,-12696
9848,-984,-14948
11112,3312,-13912
13036,3276,-12064
13600,-656,-10756
11952,-4292,-12660
9484,-4068,-15016
7824,-916,-15504
9428,1476,-14472
10920,-716,-13292
9540,-5952,-14596
6120,-8088,-17032
4252,-4568,-19160
5564,-8,-17520
7428,-548,-15412
7888,-4820,-15488
5320,-8288,-17688
2772,-6712,-20156
2592,-1776,-19460
5108,496,-17344
6976,-1668,-16052
6308,-6000,-17620
3928,-6444,-19132
2484,-1896,-19716
5316,2596,-17708
8240,1792,-15188
8656,-2272,-14708
6080,-4348,-15500
4628,-732,-17560
5496,4132,-16124
8300,4876,-13596
10452,2280,-11896
9888,-892,-12888
8256,212,-13924
7576,4204,-13548
10408,7348,-11960
13124,6064,-9944
13128,1400,-10192
10736,-612,-11316
9332,2804,-13968
11068,7600,-13032
13936,7380,-10456
15536,3068,-8928
13588,-392,-10756
11392,768,-13660
11140,4752,-13628
13264,6832,-11612
15360,4324,-9596
14600,-604,-11000
11904,-1948,-13116
10180,1036,-14820
11524,5508,-13168
13496,3480,-11408
13520,-1496,-11240
10228,-4540,-12516
7348,-3104,-14892
7808,684,-15456
9712,1188,-14252
10236,-1652,-13236
8596,-6052,-15648
6364,-6700,-19012
4612,-3160,-19700
6640,768,-18164
8692,-780,-16440
8196,-5988,-18084
5160,-8352,-19428
2848,-4412,-21444
3820,872,-20148
5736,1812,-18104
7264,-1916,-17520
5680,-5340,-18584
3492,-3396,-19564
3040,704,-18732
5912,3420,-16920
8232,2156,-14392
8128,-1880,-14640
6560,-2644,-15504
5196,1208,-16536
7052,6368,-14752
10036,6192,-12256
11436,2012,-11492
9308,-84,-11584
7912,2444,-13752
9076,7048,-13112
11936,8468,-11100
14364,6132,-8600
13256,2112,-9404
11328,2308,-12100
10308,5380,-13560
12528,9240,-11688
15416,8232,-8620
15856,2776,-9080
12776,368,-11228
10184,2820,-14144
11480,7512,-13324
14160,7676,-10572
15472,3720,-8648
13376,-408,-10396
10544,-116,-14052
9448,3032,-14496
11592,5556,-12736
13820,3476,-10576
12756,-2484,-11356
9388,-3780,-13324
7356,-620,-16076
7920,2672,-15336
9364,1208,-13008
9840,-3476,-12288
6796,-6956,-14264
3652,-5740,-17632
3260,-2404,-17848
6108,-808,-15784
7144,-2988,-14012
6060,-8072,-15932
3668,-8644,-18784
2200,-4152,-20256
4060,588,-18180
6732,-556,-15496
7300,-5144,-15848
4516,-7224,-17552
1804,-3600,-19556
3452,1304,-18872
7068,1840,-16268
8616,-576,-13452
7900,-3404,-14456
5848,-2036,-17588
4752,2132,-17700
7824,5772,-15176
10788,3972,-11892
11100,-364,-11756
8808,-500,-13028
7504,3176,-15024
9176,7732,-13720
12288,7584,-10400
14092,3944,-8468
12356,1008,-9932
10308,2852,-13300
10092,6664,-13388
12972,9020,-11484
15392,6796,-8544
15152,1864,-9576
12536,1104,-12452
10720,4180,-14896
12216,8232,-13496
15068,6904,-10636
16012,1676,-10020
12856,-1632,-11720
10196,468,-15572
10452,4496,-15188
12420,5340,-13200
13520,1948,-11580
11956,-2708,-13712
8404,-4216,-15988
6648,-1560,-17660
8288,1656,-16552
10140,-344,-14720
9400,-5972,-15476
6060,-8988,-18316
3864,-5708,-20820
4916,-260,-19640
6876,320,-16824
7576,-3188,-15964
5704,-7560,-18120
2512,-5792,-20216
1580,-572,-19864
4048,2868,-18140
5856,1272,-15476
4984,-3288,-15644
2832,-4072,-17520
1064,84,-19072
3048,5448,-16688
5764,5084,-13396
7500,1084,-12468
6140,-1948,-13592
4580,-336,-16460
5744,4272,-15776
8976,6256,-12228
11608,3720,-9376
11784,-240,-10920
10060,-480,-14016
9016,2820,-15116
10804,7180,-12868
14756,6608,-9084
15968,1680,-8396
12892,-928,-10872
10532,1840,-14148
11844,6904,-13956
14532,7732,-10468
16572,4396,-7492
15376,84,-8844
12404,-80,-13364
10692,2904,-15356
13136,6404,-13092
16192,4872,-9496
15752,-548,-9952
12488,-3228,-12960
10004,-352,-16676
10892,4244,-15292
13016,3516,-12424
13904,-192,-11200
11116,-4120,-12892
7448,-3876,-16768
6192,-296,-17708
8448,1648,-15316
10012,-624,-12348
8480,-6352,-13680
5320,-7804,-17636
3444,-3892,-20128
4644,584,-18224
6772,-128,-14568
7424,-4548,-14780
4908,-8224,-17156
1836,-6096,-19888
2044,-632,-19536
4328,1984,-16832
6332,4,-14992
5992,-4784,-16096
3544,-4764,-18292
2496,224,-18736
5048,4572,-16528
8208,3368,-13300
8704,-648,-12788
6640,-2360,-14676
5156,420,-17212
6616,5800,-15332
10036,6616,-11364
12204,3112,-9724
10812,-328,-11884
8720,740,-15208
8556,4196,-15032
11756,7660,-11692
14964,6052,-8360
14964,892,-9972
11676,-1084,-13628
9612,1884,-16152
11752,6604,-13836
14704,6628,-9848
15968,2192,-8832
13344,-1600,-11908
10076,-928,-15904
9616,2716,-15412
12700,5072,-11836
15032,2836,-9080
13424,-2176,-11308
10076,-3784,-15232
8172,-504,-17596
9720,3864,-14804
11792,2064,-11248
12080,-2900,-11628
8464,-5892,-14536
4752,-3892,-18056
4308,-36,-17776
6948,1544,-15092
8316,-1000,-12380
6544,-5800,-14792
3816,-6596,-19568
2256,-2936,-21296
4312,1536,-18248
7488,72,-14588
7480,-5056,-15912
4592,-8112,-18108
2304,-4920,-20712
3096,880,-18948
6460,1644,-15828
8592,-1448,-13616
7012,-4824,-14804
4340,-3680,-18088
3668,848,-18560
5992,4716,-15404
9308,3208,-12364
9800,-1292,-12876
7168,-2536,-14488
6028,1292,-16576
7780,6820,-14748
10764,6580,-11256
12712,2240,-10368
11060,-1000,-11524
9000,836,-14488
8912,5196,-14224
11916,7820,-11740
14524,5284,-9196
14404,44,-9976
11764,-1096,-12900
10296,2124,-14832
12188,6932,-13828
14960,5968,-10620
16156,704,-9440
13560,-2880,-11256
10724,-1012,-15028
10488,3340,-15288
13292,4896,-13044
14916,1564,-10728
13400,-3224,-11920
10060,-3684,-14780
8372,68,-17532
9672,3956,-16308
11568,1988,-13256
11052,-3376,-12772
7520,-6136,-15680
4360,-3788,-19204
4420,720,-18604
6880,1524,-16004
8056,-2112,-13996
6272,-6652,-15984
3432,-6752,-19624
1988,-2228,-20488
4648,1676,-16916
7472,-76,-14032
7220,-5468,-14376
4704,-7020,-16164
1752,-3536,-18964
3260,1512,-18504
6732,2796,-14728
8408,256,-11556
7396,-3336,-13596
5280,-2308,-17068
4224,1980,-17360
6932,6164,-13884
10328,4584,-10792
11072,-340,-11208
8352,-1616,-12796
6836,1836,-15236
8776,6960,-14356
11880,7228,-10924
13716,3044,-9152
12284,-1152,-10956
10356,356,-14804
9768,4496,-14512
12680,7224,-12076
15592,4776,-9720
15664,-772,-10468
12728,-2128,-12876
10636,1120,-15592
12140,5400,-15100
14804,4400,-12140
15644,-540,-10580
12848,-3928,-12416
9908,-2364,-16100
9232,1904,-16148
11668,3520,-13988
13028,644,-11968
11264,-4464,-13108
7956,-4996,-16608
5780,-1024,-18796
6808,3000,-17268
8940,1116,-14808
8860,-4112,-14852
5308,-7200,-17304
2392,-4764,-20656
2884,288,-19852
5852,1308,-16320
7348,-1948,-14776
5872,-6612,-16468
3296,-5984,-19512
1524,-1112,-19728
4520,2616,-17424
7848,1188,-13984
7684,-3416,-13376
5000,-4804,-15968
3608,-1032,-18748
5324,4280,-16992
7852,4624,-13148
9700,920,-11712
8388,-2132,-13324
6664,-224,-15660
6536,4372,-14908
9716,6924,-12444
12392,4576,-10196
12192,-84,-10740
9880,-428,-12452
9064,3096,-14396
10948,7620,-13144
13888,6908,-9980
15232,1964,-9336
12828,-1248,-10980
10468,728,-14212
11060,5260,-14012
13608,6704,-11680
15872,3624,-9424
14888,-1004,-10824
11892,-1644,-13636
10008,1624,-15520
12024,5348,-13956
14540,3444,-11436
14700,-2068,-11668
11360,-4584,-13168
8304,-1656,-16012
9260,2576,-16456
11008,2556,-14224
11744,-864,-12384
9632,-5172,-14012
6356,-5124,-17848
4488,-1208,-18576
6240,1752,-16916
8464,-276,-14428
7576,-5744,-14600
4220,-7784,-17316
2108,-4160,-20136
