ax,ay,az
13368,-1952,-12960
12472,-4352,-5956
9988,-2528,-4308
8268,784,-10788
9788,2004,-16504
12836,-1028,-14232
13900,-3588,-6676
11652,-2552,-1776
8764,144,-7184
9216,2420,-14316
12120,1204,-15884
14416,-1264,-9828
13328,-3104,-3000
10980,-24,-3020
10172,4088,-9964
12228,4548,-15556
14984,2156,-13020
15536,-816,-6440
14400,896,-2728
12612,4800,-7212
13448,7172,-13940
16192,5840,-14372
17552,3264,-9268
16040,2828,-3796
13868,5324,-5164
13808,8964,-11492
16100,9328,-15520
18224,6972,-12376
17284,4856,-5996
14920,6496,-4184
13548,9124,-10240
15156,10384,-16508
17216,7676,-15584
17724,4424,-9272
15672,4516,-4344
13408,7096,-7732
13596,9080,-14192
15708,7192,-17552
17104,3512,-13180
15904,1116,-5916
13484,2624,-5272
12260,5436,-10932
13104,4788,-17040
15388,1524,-15160
14864,-2016,-8704
12828,-1432,-4828
10472,1492,-8448
11076,2988,-13984
12992,592,-14852
14212,-2336,-9356
11536,-3552,-3804
8696,-1100,-6436
8576,1992,-12596
11196,1332,-15312
13316,-1532,-9804
12500,-3324,-3108
9752,-1556,-3400
7964,1636,-10648
9984,2432,-16064
13292,-184,-12956
14200,-3260,-5352
11916,-1916,-1940
9588,1368,-7112
10572,4120,-13524
13324,2468,-15008
15060,-660,-9384
13996,-1300,-3212
11892,1068,-4408
11388,4564,-10664
13752,5388,-15116
15904,2804,-12428
16020,72,-6240
14452,1660,-3344
12632,5216,-8456
14504,7740,-14224
17004,5656,-14188
18212,2756,-9132
16504,2572,-4208
14116,5368,-6664
14644,8580,-12848
16948,8752,-16032
18564,6184,-11560
17144,4244,-5372
14396,5940,-5044
13080,8716,-11100
15092,9624,-17036
17104,6356,-14908
17288,3616,-8456
14904,3944,-4304
12680,6424,-8768
13284,8364,-15052
15580,6184,-17152
16644,2548,-12248
14724,1172,-5360
12468,2872,-5672
11856,5704,-11584
13068,5612,-16660
14612,2436,-13992
13984,-692,-7120
12004,488,-3872
10328,2792,-8756
11248,4152,-14992
12844,1412,-14948
13548,-1608,-8948
11728,-2228,-3048
9740,-424,-6084
10040,2108,-12224
12216,1372,-15480
13988,-1608,-10956
12736,-3652,-4096
10356,-1676,-3824
9456,1548,-10248
11252,1756,-16136
13848,-776,-13528
14088,-3752,-6112
12124,-2152,-2144
9772,1068,-7608
10892,3032,-14216
13720,1620,-15788
14872,-1564,-10084
13500,-2224,-4256
11612,508,-5520
11560,4316,-11848
13660,4996,-16000
15532,2524,-13300
15444,180,-6676
13464,1704,-4844
12480,5544,-9832
14180,8172,-15652
16600,6140,-14952
17184,3584,-9044
15228,4372,-4508
13076,7232,-7936
13728,10056,-14128
16324,9776,-16492
17652,7244,-11820
16156,5592,-5200
13924,7268,-5144
13184,10344,-11672
14828,10376,-16700
17204,7060,-14256
17044,3932,-7820
14864,4180,-4024
12844,7012,-8448
13424,8412,-14652
15636,5344,-16080
16824,1468,-10452
14988,404,-3732
12996,1760,-4944
12400,4108,-10684
13776,3668,-15356
15476,188,-12492
13908,-3040,-5532
11764,-2340,-3648
10504,60,-8376
11368,1332,-13480
13524,-1392,-12636
14032,-4384,-6824
11552,-3744,-2628
8984,-976,-6900
9492,1520,-13264
11744,-188,-15068
13224,-2776,-9312
11708,-3584,-3092
9056,-1060,-4428
8152,1964,-9864
10408,3052,-15792
12892,448,-13992
13696,-2768,-7440
12368,-1260,-3500
10368,2204,-7840
11588,4844,-14284
14172,4084,-15972
15800,1412,-10828
14556,584,-4648
12604,3408,-5044
12276,6832,-11516
14712,7704,-16416
16888,5632,-13128
16560,3640,-6356
14560,5108,-3580
12832,8064,-9052
14540,10452,-15468
17100,8744,-15396
17624,5636,-9072
15844,5524,-3496
14184,8080,-6100
14588,10684,-12452
16356,9596,-15628
18196,5808,-11840
17456,3588,-5412
15548,5156,-3788
14512,7748,-9004
15980,7792,-15164
17972,4292,-13760
18056,1300,-7772
15920,1876,-3264
13528,4448,-7052
13828,6048,-13080
15584,3500,-14060
16180,-156,-9268
13980,-1804,-3552
11212,288,-5600
10284,2624,-11580
12200,2412,-15200
13880,-616,-11008
12844,-3292,-4528
9944,-1572,-3184
7800,1584,-9556
9276,2824,-15724
12284,-44,-13784
12952,-3216,-6588
10396,-2248,-1780
8100,1144,-6736
9020,3276,-13808
11664,1744,-15568
13812,-1252,-9696
13016,-3064,-2924
10856,-44,-3792
10356,3744,-10468
12776,4180,-16000
15360,1408,-13584
15720,-1440,-7000
14156,652,-3488
12720,4588,-8172
14228,6988,-14672
16920,5472,-15660
17988,2940,-10280
16360,2536,-4552
14296,5392,-6168
14784,9004,-12540
16860,9236,-16036
18516,6840,-12408
17532,5012,-5840
15324,6848,-4460
13940,9908,-10120
15544,11316,-16336
17680,8688,-14792
17492,5424,-7708
15336,6008,-3268
13172,8720,-7140
13500,10200,-13584
15512,7452,-15536
16784,3500,-10592
15168,1708,-4072
12836,3424,-4436
11548,5660,-10844
13464,4916,-15996
15660,1184,-12904
14640,-2568,-5376
12772,-1396,-2800
10636,1672,-7948
11340,2716,-13776
13832,-840,-12916
14444,-4244,-7008
11832,-4036,-2548
8868,-1076,-7124
9152,1360,-13468
11688,-352,-14776
13612,-3192,-8604
11912,-4264,-2124
9256,-1896,-4188
8276,1376,-11164
10800,2272,-15792
13472,-736,-12060
13328,-3644,-5080
11704,-1168,-2088
9692,2716,-8248
10992,4628,-14540
13868,2788,-14444
15556,-472,-9388
14208,-320,-3896
12420,3188,-5356
12980,7364,-11624
15036,7808,-15176
16944,5348,-11824
16096,3372,-5736
14356,5400,-4004
13144,9008,-9308
14936,11212,-14960
17012,9120,-13620
17244,6140,-7064
15392,6604,-2828
13660,9520,-7268
14844,11832,-13660
16860,9772,-15228
18240,6336,-10204
17040,4788,-4132
15396,6480,-4508
15252,9244,-10596
16776,8628,-15440
18852,4936,-12988
18592,1664,-6740
16424,2476,-3848
14976,5364,-8196
15480,6704,-13888
17160,3536,-14544
17304,-704,-9364
14448,-1376,-4216
11896,1308,-6704
11808,2936,-12292
13260,1456,-13868
14164,-1520,-9336
11920,-3868,-3508
9100,-1684,-4172
8008,1320,-10376
9964,988,-14952
12576,-1868,-10940
12248,-4384,-3912
9624,-2400,-1828
6988,1224,-8564
8432,3248,-15232
11336,620,-14972
12896,-2876,-8504
11208,-2208,-2660
8884,840,-5364
9388,3544,-11776
11824,3240,-14912
13700,660,-11224
13508,-1148,-4984
12064,928,-3452
11280,4920,-8560
13424,6520,-14288
16000,4196,-13344
16720,1196,-7704
15036,2080,-3464
13712,5784,-7080
15256,8784,-13048
17772,7728,-14976
19092,5120,-9640
17232,4636,-3768
15288,7040,-4960
15376,10108,-11172
17308,10540,-15852
19088,8244,-13288
18448,5600,-7116
16144,6792,-4172
14820,10160,-8564
16256,11228,-14588
17884,7984,-14572
18200,4772,-9460
16272,4528,-4792
14108,6920,-7068
14396,9032,-12240
16544,7096,-15120
17728,3040,-11508
15900,628,-6000
13520,2276,-5296
11888,5636,-10132
13064,4372,-15184
14928,1216,-12972
14068,-2284,-6516
11304,-1524,-3652
9128,1204,-8264
9880,2420,-13768
11744,108,-13532
12976,-2868,-7584
10384,-3524,-2284
7872,-596,-5824
8112,2308,-11900
10580,1712,-14504
12416,-1248,-9508
11616,-2812,-3300
9084,-480,-3172
8324,2928,-9400
10608,3496,-14708
13104,908,-12588
13960,-1924,-6252
11996,-636,-2768
10332,3256,-7352
11772,5644,-13656
14768,3720,-15032
16504,804,-10044
15248,-48,-4532
13464,2716,-5528
13576,6632,-11492
15760,7460,-15820
17904,5320,-13072
17216,3284,-6724
15292,5332,-3840
13748,8372,-9024
15468,10820,-15396
17280,8676,-15096
17696,5292,-9088
15828,5676,-3876
13920,8660,-6680
14288,11144,-12768
16640,10064,-15824
17736,6388,-11448
16276,4248,-5392
14744,5880,-4832
14304,8760,-10192
15640,8404,-15360
17536,5084,-13856
17328,1352,-7612
14976,2180,-3736
12876,5100,-7888
13640,6428,-13708
15540,3164,-14404
16408,-260,-8504
13144,-1256,-2772
10732,1032,-5572
10608,3912,-11744
12344,3196,-14804
14000,-80,-10084
12716,-2416,-3560
10096,-396,-3044
8668,2948,-9092
10200,3624,-14612
12496,500,-12676
12984,-2880,-6412
10740,-1756,-2032
8684,1536,-6404
9704,3808,-12284
12084,1488,-13824
13440,-1352,-9028
12144,-2256,-3448
10124,276,-4912
10004,3264,-10584
12624,3700,-15084
14756,1152,-13088
14580,-1432,-7348
13224,648,-5136
11884,4656,-9492
14184,7244,-15264
16336,5236,-14976
17068,2684,-9704
15220,3156,-5468
13468,6400,-8692
14256,9464,-14312
16552,8828,-16952
17936,6372,-12992
16528,4492,-6728
14544,6000,-6016
13908,9148,-11344
15452,9752,-16544
17256,6444,-14948
17156,3328,-8620
15112,4164,-4632
13160,6884,-8376
13992,8776,-14048
15940,6216,-15236
16864,2792,-9828
14736,1556,-4096
12628,3724,-5396
12576,6584,-10704
14720,5692,-14216
16148,2176,-10584
14644,-516,-4104
12164,932,-2572
10644,3840,-7876
11796,4748,-13192
14172,1408,-11588
14408,-1996,-5056
11624,-912,-552
9300,2140,-4992
10008,4328,-11176
12348,2328,-12676
14072,-1028,-7408
12248,-2236,-1612
9868,332,-3036
9356,3512,-9280
11820,3916,-14152
13928,1080,-11148
13580,-1700,-5088
11984,36,-3012
10628,3532,-8680
12512,5568,-14932
15096,3104,-15132
16200,164,-10032
14384,524,-4700
12644,3720,-7344
13428,6808,-13704
16004,6292,-17552
17328,3608,-13708
16168,2008,-7424
14084,3992,-6368
13276,7356,-11768
14880,8648,-17516
16860,6064,-16164
16640,3164,-9808
14576,3968,-5380
12968,7068,-9084
13800,9464,-15140
16024,7388,-16532
17288,3684,-11384
15340,2480,-5408
13240,4720,-6544
13080,7756,-12044
15144,7468,-16316
16728,3912,-12832
15748,888,-5716
13300,2740,-3048
11632,5912,-8456
12808,6532,-14372
15008,3188,-13200
15148,-120,-6232
12296,340,-1356
10088,3156,-4900
10592,5312,-10872
12888,3408,-12488
14464,104,-6992
12608,-1704,-792
10116,860,-1572
9664,4020,-7896
12016,4064,-12336
14448,1156,-9080
14332,-1920,-2352
12172,-60,-164
10220,3024,-6240
12068,4884,-12456
14556,2600,-12624
15632,-392,-6500
13692,-436,-1324
11656,2616,-4864
12020,5832,-11700
14576,5520,-15448
16512,2716,-11620
15564,592,-5360
13736,2812,-4428
12848,6384,-10912
15040,8012,-17052
17208,5440,-16360
17248,2388,-10296
15108,3504,-5912
13124,6556,-9428
13884,9020,-15968
15912,7352,-18220
16744,4152,-13668
14764,2784,-8096
12812,5200,-8236
12480,8432,-13404
14312,8040,-18300
16060,4712,-15320
15336,1860,-8916
13344,3392,-5656
11752,6340,-9988
12676,7836,-14924
14808,5472,-16224
15852,1940,-10428
13756,692,-3972
11532,3228,-4564
11288,6012,-10208
13328,5456,-14216
15296,2372,-10112
14132,-412,-2880
11816,1456,-432
10344,4696,-5508
12000,5876,-11340
14576,2788,-10036
14884,-452,-3184
12784,448,1708
10744,3348,-2000
11652,5412,-8292
14156,3936,-10552
15604,700,-5728
14340,-1192,356
12268,1040,-232
11648,4240,-6928
13576,5136,-12240
15580,2532,-10080
15464,-824,-4052
13268,428,-1508
11220,3868,-7192
12644,6520,-13552
14900,4088,-14636
16284,588,-9628
14224,500,-4320
12060,3892,-6892
12492,7024,-13548
14944,6856,-17588
16524,4104,-14432
15520,1808,-8404
13664,3912,-7004
12704,7764,-12220
14276,8864,-18036
16212,5756,-17632
16660,2768,-12064
14492,3840,-7236
12668,6916,-9860
13848,9344,-15592
16284,7816,-17472
17172,4352,-12456
15612,3060,-6156
14004,5436,-6364
13852,8640,-11472
15824,8504,-16212
17496,5280,-13068
16124,2220,-5968
13736,3800,-2452
12344,7088,-6980
14016,8000,-13180
15864,4672,-13172
15908,1508,-6728
14156,1436,-424
11980,4056,-3736
12500,6428,-9064
14216,5324,-12168
15376,1732,-8332
13944,-1092,-1880
11520,824,-984
10876,4124,-6784
12952,4920,-12308
14696,2084,-10756
14640,-1340,-4456
12540,156,-616
10780,3804,-4956
11996,5724,-11396
14204,3408,-12508
15208,372,-7284
13412,-124,-1928
11388,2684,-4252
11168,5456,-10852
13352,5260,-15636
14840,1812,-12600
13796,-752,-6208
11820,1336,-4656
10500,4740,-10312
12176,5828,-16516
14392,2568,-16492
14672,-844,-11048
12788,-136,-6512
11180,3120,-10068
12228,5804,-16044
14248,3936,-18156
15976,504,-13240
14332,-1184,-7152
12256,1340,-6660
12024,5172,-11844
14200,5120,-16332
16072,2068,-13532
15592,-900,-6876
13704,916,-3700
11684,4428,-7988
13080,6292,-13964
15340,3948,-14340
15968,572,-8384
14092,452,-2396
12140,3696,-4192
12572,7292,-9788
13980,6288,-13692
15616,3336,-9836
14488,1340,-3312
12404,3380,-2196
11896,6712,-7040
13884,8520,-12508
15500,6408,-11292
