ax,ay,az
7672,-400,-15196
7748,-400,-15300
7796,-412,-15292
7732,-384,-15320
7808,-416,-15260
7760,-384,-15368
7728,-460,-15368
7652,-396,-15200
7700,-428,-15304
7784,-440,-15328
7704,-376,-15376
7780,-372,-15260
7744,-440,-15360
7728,-372,-15284
7788,-400,-15328
7752,-404,-15184
7760,-384,-15340
7744,-444,-15280
7784,-384,-15232
7712,-460,-15364
7716,-344,-15248
7712,-480,-15304
7736,-448,-15448
7684,-376,-15316
7800,-384,-15324
7716,-392,-15368
7780,-472,-15332
7708,-416,-15204
7744,-392,-15296
7664,-476,-15308
7768,-428,-15376
7748,-368,-15344
7724,-408,-15224
7652,-416,-15360
7748,-372,-15260
7708,-372,-15276
7728,-440,-15272
7764,-424,-15228
7796,-408,-15300
7752,-400,-15284
7720,-400,-15332
7720,-472,-15152
7692,-428,-15332
7752,-404,-15296
7700,-328,-15348
7776,-400,-15228
7728,-416,-15220
7692,-380,-15348
7668,-384,-15436
7752,-364,-15400
7664,-408,-15232
7752,-384,-15236
7764,-392,-15252
7764,-508,-15304
7708,-456,-15280
7760,-464,-15272
7756,-360,-15276
7776,-436,-15280
7712,-388,-15312
7772,-404,-15280
7760,-364,-15264
7684,-384,-15284
7676,-420,-15200
7720,-396,-15384
7732,-368,-15332
7732,-404,-15236
7760,-316,-15276
7708,-416,-15228
7704,-396,-15364
7712,-364,-15228
7696,-380,-15200
7788,-404,-15344
7744,-444,-15288
7744,-344,-15220
7788,-392,-15296
7788,-396,-15296
7720,-388,-15348
7728,-392,-15256
7728,-388,-15252
7780,-480,-15316
7676,-476,-15400
7732,-424,-15292
7788,-492,-15260
7824,-372,-15348
7804,-424,-15216
7712,-392,-15252
7712,-364,-15252
7736,-392,-15184
7712,-428,-15228
7716,-396,-15312
7692,-376,-15216
7724,-440,-15280
7760,-436,-15272
7744,-400,-15360
7724,-376,-15352
7760,-444,-15308
7704,-440,-15192
7724,-396,-15236
7676,-412,-15268
7692,-428,-15236
7736,-448,-15272
7704,-408,-15356
7676,-436,-15240
7676,-476,-15320
7728,-440,-15376
7760,-436,-15324
7696,-404,-15184
7724,-404,-15276
7740,-444,-15328
7704,-412,-15384
7748,-420,-15276
7688,-392,-15340
7756,-328,-15116
7716,-444,-15316
7716,-456,-15320
7764,-356,-15252
7820,-424,-15280
7736,-456,-15332
7716,-404,-15384
7756,-376,-15224
7748,-448,-15264
7740,-448,-15324
7736,-416,-15268
7828,-400,-15264
7740,-416,-15264
7724,-384,-15428
7744,-436,-15364
7816,-388,-15348
7808,-432,-15260
7764,-384,-15348
7772,-344,-15360
7724,-424,-15348
7700,-468,-15336
7760,-472,-15316
7732,-392,-15272
7676,-368,-15224
7668,-376,-15252
7764,-412,-15232
7720,-396,-15280
7716,-404,-15228
7740,-280,-15228
7712,-424,-15356
7676,-436,-15312
7684,-408,-15088
7696,-408,-15240
7752,-420,-15216
7740,-440,-15276
7720,-396,-15240
7728,-404,-15296
7740,-424,-15348
7792,-360,-15372
7708,-460,-15368
7752,-392,-15324
7752,-432,-15264
7728,-328,-15244
7652,-384,-15232
7796,-320,-15340
7728,-428,-15288
7808,-380,-15320
7792,-412,-15236
7740,-404,-15284
7764,-480,-15272
7688,-392,-15248
7752,-392,-15388
7680,-384,-15360
7720,-404,-15316
7720,-436,-15280
7700,-408,-15256
7764,-336,-15268
7796,-392,-15280
7704,-440,-15252
7716,-404,-15232
7768,-452,-15256
7692,-392,-15252
7680,-332,-15252
7692,-428,-15192
7732,-340,-15252
7724,-400,-15288
7688,-332,-15196
7772,-352,-15236
7700,-444,-15164
7760,-484,-15160
7772,-408,-15308
7768,-512,-15252
7836,-524,-15368
7752,-464,-15352
7672,-444,-15340
7692,-376,-15400
7696,-316,-15360
7704,-284,-15296
7652,-344,-15284
7692,-348,-15344
7732,-412,-15344
7696,-464,-15336
7744,-408,-15316
7768,-492,-15328
7792,-536,-15308
7832,-552,-15292
7796,-464,-15252
7748,-464,-15292
7740,-428,-15264
7688,-280,-15212
7616,-304,-15264
7648,-232,-15200
7632,-340,-15320
7684,-364,-15284
7700,-400,-15272
7744,-440,-15240
7780,-520,-15184
7828,-504,-15312
7808,-564,-15276
7928,-544,-15200
7828,-480,-15264
7756,-488,-15316
7736,-380,-15232
7688,-256,-15408
7632,-256,-15244
7656,-264,-15296
7724,-308,-15320
7672,-380,-15324
7688,-428,-15376
7836,-420,-15244
7760,-564,-15168
7784,-508,-15296
7772,-516,-15356
7756,-544,-15352
7732,-524,-15152
7780,-416,-15204
7672,-324,-15416
7728,-356,-15200
7688,-320,-15312
7680,-336,-15280
7672,-360,-15228
7668,-424,-15348
7728,-496,-15304
7756,-464,-15268
7864,-528,-15188
7784,-496,-15280
7776,-476,-15300
7796,-484,-15232
7712,-460,-15344
7744,-432,-15196
7728,-372,-15296
7688,-388,-15260
7620,-364,-15312
7704,-400,-15312
7764,-372,-15252
7756,-400,-15224
7732,-408,-15324
7728,-416,-15280
7760,-448,-15204
7804,-472,-15168
7748,-468,-15264
7708,-380,-15372
7704,-360,-15400
7712,-376,-15264
7664,-392,-15336
7744,-396,-15276
7696,-344,-15264
7712,-436,-15320
7808,-440,-15248
7756,-436,-15352
7788,-464,-15320
7820,-516,-15320
7832,-468,-15368
7816,-464,-15296
7692,-484,-15236
7760,-456,-15212
7720,-436,-15324
7708,-392,-15348
7636,-420,-15268
7672,-364,-15148
7732,-336,-15336
7712,-436,-15300
7736,-364,-15328
7776,-440,-15220
7740,-568,-15312
7788,-508,-15336
7852,-480,-15272
7764,-484,-15252
7772,-492,-15280
7792,-476,-15352
7692,-412,-15372
7672,-376,-15352
7712,-384,-15324
7700,-360,-15296
7708,-328,-15204
7684,-376,-15304
7692,-440,-15156
7764,-464,-15252
7704,-412,-15284
7752,-492,-15308
7728,-444,-15200
7736,-492,-15352
7716,-412,-15136
7744,-412,-15232
7748,-380,-15188
7664,-384,-15164
7752,-380,-15368
7684,-384,-15336
7752,-408,-15324
7740,-388,-15268
7712,-400,-15272
7696,-420,-15408
7772,-452,-15308
7736,-416,-15388
7808,-480,-15284
7756,-456,-15316
7796,-436,-15304
7776,-424,-15360
7780,-408,-15220
7760,-352,-15340
7744,-344,-15288
7708,-344,-15336
7712,-364,-15208
7676,-396,-15336
7744,-424,-15296
7684,-464,-15224
7700,-460,-15344
7772,-468,-15364
7732,-424,-15384
7756,-444,-15208
7784,-444,-15208
7776,-400,-15304
7696,-444,-15332
7648,-432,-15260
7696,-396,-15268
7724,-400,-15308
7668,-344,-15260
7680,-392,-15240
7704,-396,-15272
7744,-408,-15352
7792,-432,-15256
7724,-480,-15192
7712,-504,-15468
7712,-408,-15328
7736,-396,-15264
7708,-400,-15264
7672,-428,-15232
7740,-384,-15332
7680,-376,-15212
7748,-332,-15304
7736,-400,-15260
7736,-380,-15224
7760,-448,-15328
7700,-428,-15276
7736,-476,-15260
7704,-432,-15296
7792,-532,-15320
7708,-460,-15332
7772,-412,-15368
7772,-428,-15280
7736,-452,-15316
7740,-352,-15244
7716,-404,-15204
7740,-436,-15304
7740,-468,-15316
7748,-472,-15228
7752,-368,-15224
7752,-440,-15304
7784,-460,-15264
7732,-404,-15324
7692,-412,-15224
7732,-384,-15280
7732,-328,-15304
7668,-360,-15296
7720,-384,-15240
7732,-336,-15272
7700,-436,-15248
7704,-436,-15240
7736,-384,-15264
7816,-488,-15228
7732,-428,-15376
7800,-444,-15188
7764,-452,-15300
7692,-388,-15264
7704,-372,-15280
7748,-376,-15372
7712,-388,-15272
7696,-396,-15296
7656,-324,-15276
7716,-420,-15244
7812,-420,-15368
7744,-416,-15304
7724,-464,-15292
7752,-432,-15284
7732,-496,-15296
7728,-392,-15296
7764,-376,-15292
7748,-372,-15272
7700,-336,-15344
7772,-308,-15236
7740,-348,-15336
7696,-356,-15272
7720,-436,-15300
7736,-440,-15280
7792,-448,-15320
7776,-452,-15248
7780,-460,-15288
7724,-468,-15220
7728,-440,-15256
7844,-396,-15292
7696,-400,-15304
7652,-380,-15288
7696,-388,-15200
7580,-372,-15160
7744,-420,-15324
7752,-364,-15296
7736,-476,-15272
7688,-372,-15332
7812,-384,-15264
7728,-476,-15368
7776,-424,-15256
7768,-420,-15284
7720,-420,-15256
7704,-368,-15352
7780,-400,-15336
7700,-392,-15264
7716,-388,-15300
7780,-408,-15352
7736,-452,-15324
7720,-420,-15348
7744,-484,-15280
7808,-468,-15304
7800,-440,-15332
7716,-468,-15280
7684,-436,-15328
7820,-400,-15272
7720,-380,-15288
7740,-404,-15352
7708,-408,-15208
7736,-432,-15344
7764,-412,-15324
7700,-428,-15216
7776,-432,-15320
7744,-428,-15360
7780,-452,-15300
7660,-516,-15228
7744,-432,-15340
7752,-420,-15212
7788,-380,-15216
7736,-388,-15232
7696,-364,-15236
7764,-368,-15248
7696,-412,-15272
7736,-424,-15336
7720,-464,-15296
7748,-472,-15276
7780,-400,-15296
7760,-432,-15172
7688,-420,-15268
7740,-408,-15356
7744,-468,-15240
7756,-424,-15312
7732,-488,-15228
7728,-336,-15292
7768,-432,-15356
7728,-372,-15280
7756,-464,-15120
7760,-428,-15284
7868,-444,-15288
7696,-464,-15280
7772,-444,-15300
7688,-428,-15296
7756,-372,-15348
7696,-396,-15304
7740,-376,-15292
7740,-416,-15416
7744,-412,-15272
7724,-368,-15264
7716,-400,-15288
7696,-412,-15252
7724,-440,-15288
7736,-468,-15296
7820,-416,-15296
7716,-468,-15312
7728,-432,-15228
7752,-424,-15276
7780,-456,-15280
7720,-336,-15364
7720,-404,-15244
7672,-392,-15192
7696,-372,-15296
7756,-480,-15320
7716,-420,-15268
7756,-408,-15380
7704,-440,-15276
7832,-476,-15264
7748,-444,-15304
7732,-444,-15304
7760,-356,-15372
7696,-416,-15224
7788,-284,-15376
7604,-320,-15360
7708,-348,-15292
7696,-480,-15304
7744,-380,-15196
7712,-376,-15384
7740,-492,-15344
7748,-480,-15268
7688,-512,-15272
7816,-424,-15276
7760,-412,-15248
7728,-396,-15252
7756,-420,-15368
7644,-412,-15332
7704,-376,-15312
7748,-340,-15308
7728,-304,-15292
7696,-336,-15200
7784,-452,-15280
7664,-424,-15284
7748,-444,-15244
7732,-444,-15236
7784,-428,-15328
7748,-428,-15244
7752,-440,-15336
7736,-404,-15216
7704,-416,-15316
7712,-404,-15252
7692,-440,-15184
7700,-352,-15312
7732,-280,-15272
7744,-384,-15308
7688,-360,-15288
7676,-436,-15320
7696,-344,-15252
7768,-392,-15296
7756,-424,-15412
7744,-420,-15372
7800,-500,-15328
7708,-380,-15240
7688,-476,-15252
7728,-376,-15308
7680,-396,-15300
7740,-404,-15236
7704,-336,-15288
7672,-416,-15340
7776,-388,-15412
7672,-340,-15316
7716,-316,-15228
7740,-404,-15332
7744,-448,-15360
7748,-456,-15316
7796,-388,-15344
7792,-488,-15360
7772,-484,-15296
7736,-476,-15340
7732,-444,-15308
7704,-380,-15152
7752,-436,-15320
7672,-412,-15304
7684,-392,-15212
7684,-320,-15392
7772,-408,-15300
7716,-400,-15260
7756,-452,-15300
7740,-484,-15240
7840,-444,-15384
7748,-464,-15340
7736,-476,-15324
7764,-484,-15312
7688,-444,-15228
7680,-356,-15244
7736,-396,-15220
7688,-384,-15284
7728,-396,-15260
7768,-380,-15248
7756,-396,-15304
7740,-412,-15248
7736,-420,-15280
7756,-460,-15192
7784,-460,-15312
7748,-508,-15300
7816,-416,-15240
7764,-412,-15384
7656,-400,-15268
7752,-348,-15280
7624,-352,-15292
7748,-416,-15260
7692,-384,-15296
7752,-420,-15420
7708,-452,-15380
7768,-428,-15316
7820,-492,-15320
7692,-424,-15276
7720,-480,-15196
7688,-448,-15220
7752,-372,-15284
7720,-384,-15364
7664,-304,-15228
7664,-320,-15284
7696,-296,-15260
7784,-364,-15372
7744,-376,-15396
7772,-444,-15360
7844,-492,-15272
7768,-516,-15316
7752,-508,-15280
7848,-588,-15336
7860,-516,-15236
7748,-424,-15252
7772,-444,-15312
7728,-328,-15308
7712,-392,-15244
7688,-284,-15272
7588,-308,-15256
7580,-332,-15264
7712,-404,-15196
7756,-464,-15296
7688,-416,-15304
7764,-468,-15360
7792,-588,-15148
7760,-452,-15300
7772,-516,-15264
7748,-476,-15284
7716,-392,-15244
7728,-360,-15224
7764,-396,-15288
7688,-316,-15264
7680,-328,-15400
7672,-376,-15180
7760,-332,-15256
7792,-472,-15348
7760,-484,-15304
7744,-532,-15320
7816,-476,-15296
7788,-468,-15244
7728,-424,-15356
7744,-468,-15332
7692,-344,-15268
7684,-320,-15256
7712,-332,-15276
7736,-400,-15264
7724,-380,-15280
7720,-372,-15244
7792,-492,-15284
7736,-424,-15252
7772,-476,-15340
7788,-436,-15304
7792,-480,-15320
7632,-380,-15224
7704,-400,-15260
7696,-384,-15244
7732,-308,-15232
7732,-340,-15256
7584,-296,-15288
7716,-324,-15216
7688,-468,-15172
7672,-416,-15236
7740,-420,-15160
7776,-500,-15316
7768,-432,-15192
7808,-464,-15320
7744,-388,-15404
7764,-404,-15352
7712,-456,-15176
7668,-332,-15252
7688,-368,-15248
7732,-408,-15188
7720,-464,-15460
7728,-420,-15276
7732,-492,-15300
7752,-488,-15232
7788,-412,-15204
7736,-424,-15280
7736,-420,-15240
7660,-424,-15300
7768,-408,-15448
7656,-372,-15256
7656,-356,-15300
7728,-336,-15260
7708,-428,-15332
7776,-376,-15252
7736,-396,-15324
7740,-440,-15416
7752,-400,-15280
7768,-420,-15348
7812,-488,-15200
7772,-396,-15292
7776,-436,-15216
7716,-404,-15304
7728,-412,-15304
7672,-356,-15392
7764,-400,-15312
7676,-412,-15328
7776,-360,-15260
7772,-420,-15324
7760,-488,-15344
7796,-400,-15280
7748,-440,-15220
7804,-424,-15176
7700,-376,-15260
7736,-436,-15224
7676,-440,-15296
7724,-344,-15392
